id,bairro,quartos,preco_noite,avaliacao,ocupacao_pct
671,Botafogo,5,1906,2.8,39.05
672,Leblon,1,539,4.69,77.07
673,Ipanema,1,930,4.86,95.06
674,Copacabana,3,636,3.99,24.37
675,Barra da Tijuca,4,679,4.81,39.13
676,Barra da Tijuca,5,1839,2.99,28.58
677,Flamengo,2,691,4.7,87.3
678,Lapa,2,441,4.7,38.7
679,Leblon,5,1181,4.29,62.73
680,Copacabana,5,1897,4.89,89.81
681,Barra da Tijuca,2,1156,3.91,75.43
682,Lapa,2,1782,3.51,73.0
683,Barra da Tijuca,1,1107,3.55,76.1
684,Copacabana,2,882,3.02,94.47
685,Botafogo,3,1106,4.59,94.41
686,Copacabana,2,447,3.84,34.39
687,Flamengo,2,1459,2.65,26.35
688,Copacabana,3,1290,3.44,94.62
689,Copacabana,3,1496,4.56,55.81
690,Flamengo,5,399,2.72,29.95
691,Leblon,2,1239,4.14,67.55
692,Copacabana,3,1439,3.92,84.63
693,Flamengo,1,657,2.82,30.37
694,Lapa,4,682,3.5,96.4
695,Botafogo,3,464,3.46,50.03
696,Botafogo,4,1468,3.45,42.51
697,Copacabana,2,1543,2.88,72.27
698,Leblon,1,815,4.58,65.26
699,Leblon,1,1029,2.74,55.23
700,Lapa,5,839,4.8,39.16
701,Copacabana,5,1759,3.31,24.62
702,Botafogo,2,678,4.69,34.24
703,Leblon,3,598,4.63,82.19
704,Copacabana,1,541,2.52,32.1
705,Barra da Tijuca,2,1612,3.68,28.24
706,Leblon,2,979,3.31,63.81
707,Flamengo,3,367,4.26,82.12
708,Barra da Tijuca,1,268,2.66,93.65
709,Leblon,1,353,3.23,46.39
710,Botafogo,1,1399,2.69,85.03
711,Ipanema,5,1788,3.3,98.28
712,Barra da Tijuca,1,960,3.55,95.06
713,Lapa,4,193,3.26,99.52
714,Lapa,3,1343,4.18,42.31
715,Botafogo,1,1270,4.04,55.92
716,Leblon,3,148,3.62,77.57
717,Copacabana,3,120,2.91,86.26
718,Leblon,4,1502,3.24,45.04
719,Botafogo,1,1008,2.51,62.65
720,Lapa,3,1171,3.92,59.1
721,Leblon,1,1248,3.45,78.82
722,Lapa,4,1036,3.92,71.26
723,Barra da Tijuca,5,561,3.72,39.99
724,Copacabana,5,1282,3.56,53.94
725,Barra da Tijuca,5,1844,4.33,88.94
726,Lapa,5,943,3.88,79.17
727,Lapa,2,1488,4.41,23.92
728,Ipanema,3,691,4.18,33.7
729,Ipanema,2,250,2.9,24.09
730,Barra da Tijuca,1,947,2.76,98.37
731,Flamengo,5,1080,3.74,71.24
732,Barra da Tijuca,1,1168,4.86,71.35
733,Ipanema,4,1801,2.68,74.92
734,Lapa,3,1231,2.66,28.86
735,Botafogo,4,1326,3.87,53.54
736,Barra da Tijuca,3,1391,4.97,87.57
737,Lapa,4,1981,3.7,94.0
738,Botafogo,4,317,4.35,70.8
739,Botafogo,3,1011,3.7,31.38
740,Ipanema,1,1394,3.66,99.88
741,Barra da Tijuca,4,1705,3.06,90.43
742,Leblon,3,237,4.05,31.15
743,Copacabana,3,467,4.95,80.14
744,Ipanema,4,401,3.75,43.34
745,Ipanema,1,1974,4.12,77.45
746,Leblon,5,233,4.74,78.88
747,Copacabana,2,709,3.6,97.22
748,Lapa,5,110,3.71,53.42
749,Flamengo,4,1510,3.23,57.14
750,Barra da Tijuca,4,495,3.27,64.3
751,Flamengo,3,900,3.18,75.9
752,Lapa,1,770,3.8,34.94
753,Ipanema,1,1547,4.7,60.38
754,Copacabana,4,538,3.74,25.06
755,Ipanema,1,1277,4.6,68.57
756,Botafogo,2,1229,4.74,78.98
757,Ipanema,1,1196,4.8,21.51
758,Ipanema,1,1868,3.62,62.2
759,Lapa,3,1494,4.16,27.53
760,Lapa,4,577,2.95,91.75
761,Lapa,1,1642,4.09,48.22
762,Flamengo,4,1901,2.58,98.8
763,Botafogo,1,779,4.15,75.25
764,Lapa,1,373,3.34,46.27
765,Copacabana,1,1460,3.97,37.79
766,Flamengo,3,383,2.73,31.92
767,Leblon,1,1002,3.65,48.15
768,Copacabana,5,381,4.13,96.92
769,Barra da Tijuca,2,113,2.8,44.82
770,Barra da Tijuca,1,678,3.33,66.45
771,Copacabana,5,1747,2.57,47.81
772,Lapa,4,132,2.7,43.9
773,Leblon,3,1259,3.0,86.5
774,Leblon,4,1476,4.8,85.16
775,Flamengo,3,1802,4.88,58.44
776,Leblon,4,526,3.1,94.41
777,Barra da Tijuca,4,1536,4.26,21.07
778,Botafogo,2,1387,4.33,37.39
779,Lapa,2,1544,4.07,87.92
780,Leblon,2,1403,3.99,30.63
781,Flamengo,4,1751,3.73,51.14
782,Barra da Tijuca,3,1623,3.0,62.86
783,Botafogo,2,1777,2.85,98.04
784,Ipanema,3,352,3.42,52.18
785,Ipanema,3,1456,3.08,38.29
786,Botafogo,1,980,4.51,91.65
787,Barra da Tijuca,5,912,4.0,66.66
788,Flamengo,4,1962,4.28,72.33
789,Botafogo,5,719,3.74,92.96
790,Lapa,4,1489,2.78,96.08
791,Lapa,3,1464,4.41,89.95
792,Ipanema,5,806,4.02,55.9
793,Leblon,1,1161,4.03,65.42
794,Flamengo,5,1627,3.2,94.39
795,Ipanema,5,953,3.93,32.27
796,Leblon,1,560,4.76,58.68
797,Leblon,1,1815,3.46,88.46
798,Lapa,2,1949,3.96,68.3
799,Barra da Tijuca,4,391,2.81,59.74
800,Copacabana,3,1666,3.45,86.15
801,Barra da Tijuca,5,640,4.86,93.85
802,Copacabana,5,1777,3.18,27.84
803,Botafogo,3,220,4.52,21.7
804,Lapa,1,1164,4.77,52.78
805,Leblon,1,790,4.98,61.97
806,Flamengo,5,924,3.57,68.71
807,Copacabana,5,104,3.08,53.57
808,Barra da Tijuca,3,357,3.82,79.84
809,Leblon,3,181,3.91,27.0
810,Copacabana,4,1652,4.56,59.08
811,Copacabana,1,856,2.85,57.89
812,Copacabana,2,1313,3.56,97.62
813,Flamengo,2,1820,4.91,53.08
814,Lapa,3,1931,4.95,79.02
815,Flamengo,4,1513,3.98,28.02
816,Ipanema,5,575,3.89,36.33
817,Leblon,3,1014,2.84,89.98
818,Lapa,3,1983,4.89,64.96
819,Lapa,3,403,2.96,51.34
820,Lapa,2,423,2.59,33.59
821,Barra da Tijuca,3,466,3.79,99.0
822,Lapa,4,1426,4.14,95.83
823,Flamengo,2,1859,4.14,82.42
824,Lapa,4,435,4.54,88.92
825,Botafogo,2,617,4.33,28.83
826,Leblon,4,1365,3.01,52.26
827,Lapa,1,1782,4.84,79.15
828,Leblon,1,627,3.02,70.16
829,Botafogo,2,1363,3.42,66.35
830,Botafogo,1,954,3.97,25.77
831,Leblon,5,854,3.2,58.11
832,Copacabana,4,1675,3.15,67.98
833,Ipanema,2,1610,4.09,41.02
834,Barra da Tijuca,1,493,4.97,28.57
835,Copacabana,2,504,3.12,58.32
836,Copacabana,5,1076,4.03,75.27
837,Flamengo,2,734,3.92,52.47
838,Barra da Tijuca,2,1206,2.54,73.83
839,Barra da Tijuca,3,844,2.62,47.65
840,Copacabana,3,254,4.86,54.62
841,Lapa,3,630,4.31,28.51
842,Flamengo,3,241,2.9,54.69
843,Flamengo,4,1248,3.38,45.58
844,Botafogo,5,538,3.92,84.84
845,Barra da Tijuca,2,423,4.29,37.93
846,Copacabana,5,1855,2.81,26.24
847,Botafogo,2,517,2.52,99.62
848,Leblon,3,1811,4.12,87.13
849,Ipanema,4,1595,3.91,98.08
850,Flamengo,2,938,4.41,61.07
851,Leblon,2,218,2.89,68.74
852,Leblon,1,1980,3.74,64.99
853,Lapa,4,1878,4.33,42.42
854,Ipanema,4,714,4.77,49.82
855,Leblon,4,903,4.15,85.69
856,Leblon,5,1623,4.43,25.8
857,Ipanema,3,1461,2.65,90.56
858,Ipanema,1,1567,2.57,26.35
859,Leblon,5,620,4.23,58.41
860,Ipanema,3,1525,3.6,31.46
861,Leblon,2,1872,2.54,79.12
862,Leblon,1,508,3.46,22.88
863,Lapa,5,542,3.89,91.89
864,Copacabana,1,1623,4.67,80.49
865,Leblon,3,1999,2.91,36.68
866,Botafogo,5,1586,4.78,89.5
867,Flamengo,5,682,2.56,49.27
868,Barra da Tijuca,1,1482,3.49,27.48
869,Copacabana,2,491,4.13,90.93
870,Copacabana,2,1386,2.85,52.82
871,Copacabana,2,1523,4.48,68.86
872,Lapa,3,698,4.91,69.83
873,Leblon,1,1685,2.62,20.13
874,Lapa,3,1867,2.58,96.44
875,Leblon,3,563,4.93,90.99
876,Lapa,2,1544,3.02,42.21
877,Lapa,2,646,2.95,32.85
878,Flamengo,2,823,3.17,70.02
879,Botafogo,1,1747,4.51,30.47
880,Lapa,1,508,2.59,74.02
881,Flamengo,2,783,2.78,72.78
882,Ipanema,3,1045,4.5,64.24
883,Botafogo,1,865,4.11,23.36
884,Lapa,5,1467,3.97,26.24
885,Barra da Tijuca,3,202,3.49,23.15
886,Copacabana,3,326,2.77,99.0
887,Ipanema,4,1227,2.84,20.02
888,Ipanema,1,982,2.98,46.53
889,Flamengo,5,368,4.3,70.09
890,Ipanema,1,336,2.64,55.96
891,Botafogo,3,307,3.02,72.23
892,Lapa,1,1968,3.68,47.47
893,Lapa,3,230,4.08,37.09
894,Barra da Tijuca,5,1964,2.89,45.18
895,Copacabana,3,462,2.99,36.26
896,Flamengo,2,891,3.02,70.11
897,Copacabana,3,1182,4.77,83.93
898,Ipanema,2,1690,4.24,29.21
899,Barra da Tijuca,5,121,3.08,58.91
900,Copacabana,5,127,4.89,70.36
901,Botafogo,3,839,3.72,30.78
902,Lapa,2,435,3.96,22.38
903,Ipanema,3,1296,4.08,89.61
904,Barra da Tijuca,5,1278,4.18,52.96
905,Copacabana,2,1422,3.94,59.56
906,Flamengo,4,1805,3.5,51.76
907,Botafogo,4,215,3.03,39.26
908,Botafogo,5,1394,3.68,47.64
909,Copacabana,2,1661,4.03,66.48
910,Lapa,3,910,3.85,55.56
911,Copacabana,5,1819,3.92,26.34
912,Ipanema,5,393,2.73,57.58
913,Copacabana,1,932,3.05,80.73
914,Botafogo,3,1265,4.15,56.11
915,Barra da Tijuca,3,1609,4.27,79.39
916,Copacabana,4,1465,3.12,58.11
917,Lapa,1,561,4.45,73.68
918,Barra da Tijuca,3,1017,3.97,49.99
919,Flamengo,3,713,3.85,71.89
920,Leblon,4,1909,4.63,40.4
921,Copacabana,1,431,4.89,47.79
922,Lapa,1,1177,4.02,61.61
923,Barra da Tijuca,2,1054,3.26,97.41
924,Lapa,5,1853,3.06,48.66
925,Flamengo,2,1162,3.28,41.3
926,Botafogo,1,481,3.44,74.01
927,Lapa,4,1375,4.71,30.91
928,Barra da Tijuca,2,1134,3.41,27.05
929,Lapa,4,1166,4.76,71.02
930,Lapa,1,389,4.65,45.85
931,Lapa,4,234,3.76,53.79
932,Ipanema,2,581,3.16,64.21
933,Ipanema,1,1659,3.68,33.58
934,Botafogo,1,595,4.91,41.03
935,Copacabana,2,1604,3.16,65.25
936,Lapa,5,453,3.93,74.84
937,Flamengo,2,1863,2.63,60.85
938,Copacabana,2,1006,3.28,90.72
939,Flamengo,3,1189,4.76,66.86
940,Copacabana,1,1424,4.38,45.62
941,Botafogo,3,613,4.82,39.28
942,Lapa,3,631,3.5,91.58
943,Lapa,3,593,4.7,43.49
944,Leblon,4,969,4.18,44.76
945,Flamengo,2,1178,4.65,62.88
946,Copacabana,3,264,4.85,91.63
947,Copacabana,4,162,4.31,29.18
948,Ipanema,4,1835,4.68,62.72
949,Leblon,1,389,3.99,65.07
950,Barra da Tijuca,2,1540,3.55,54.28
951,Barra da Tijuca,5,234,2.87,25.21
952,Ipanema,2,1640,2.52,49.01
953,Ipanema,4,1859,3.12,73.18
954,Ipanema,2,807,3.42,73.89
955,Flamengo,1,1568,3.3,21.49
956,Flamengo,2,1384,4.75,98.9
957,Botafogo,4,100,3.08,54.07
958,Botafogo,4,683,4.33,64.07
959,Ipanema,3,271,2.98,27.62
960,Leblon,4,1256,4.72,83.5
961,Copacabana,1,171,2.95,87.73
962,Flamengo,4,1871,4.92,66.41
963,Leblon,2,366,3.43,77.6
964,Lapa,5,1923,4.62,90.33
965,Flamengo,4,1947,3.14,43.24
966,Flamengo,1,1655,4.16,36.7
967,Botafogo,1,540,4.14,28.81
968,Copacabana,1,1890,4.09,86.04
969,Copacabana,1,1290,3.73,79.79
970,Barra da Tijuca,2,1543,4.84,44.56
971,Barra da Tijuca,3,286,3.66,50.37
972,Barra da Tijuca,5,1609,4.15,98.25
973,Barra da Tijuca,3,1406,4.17,64.2
974,Lapa,3,1673,4.11,85.56
975,Lapa,3,968,4.12,49.93
976,Flamengo,2,314,3.1,34.49
977,Ipanema,5,639,2.71,42.93
978,Botafogo,4,271,4.9,67.16
979,Botafogo,4,1452,3.53,20.01
980,Barra da Tijuca,5,807,3.81,98.93
981,Flamengo,5,1173,3.68,29.53
982,Leblon,1,739,3.6,32.55
983,Ipanema,3,1782,4.76,84.4
984,Flamengo,1,284,3.25,24.59
985,Ipanema,2,1449,2.89,84.03
986,Ipanema,2,1148,2.69,95.41
987,Ipanema,5,873,4.81,59.52
988,Flamengo,2,1634,4.07,75.14
989,Barra da Tijuca,5,399,2.74,80.94
990,Botafogo,4,1439,3.88,73.04
991,Botafogo,3,1801,3.66,71.49
992,Barra da Tijuca,2,264,4.91,20.63
993,Ipanema,1,1467,3.83,21.66
994,Leblon,2,826,4.91,78.01
995,Copacabana,3,1439,4.29,46.49
996,Flamengo,2,1239,4.26,58.71
997,Copacabana,5,1934,3.21,54.15
998,Barra da Tijuca,2,1028,2.77,78.32
999,Leblon,4,519,3.93,88.09
1000,Flamengo,4,1373,3.65,30.05
1001,Barra da Tijuca,2,317,4.88,66.12
1002,Ipanema,1,126,3.0,39.83
1003,Botafogo,2,157,2.96,30.57
1004,Copacabana,5,1352,2.94,77.42
1005,Lapa,5,123,2.92,45.52
1006,Lapa,5,1661,3.28,53.36
1007,Leblon,1,1129,3.85,63.69
1008,Ipanema,4,605,4.66,32.18
1009,Copacabana,5,1855,4.87,72.98
1010,Ipanema,5,410,4.61,88.05
1011,Copacabana,2,865,3.09,61.67
1012,Leblon,4,1897,3.67,84.97
1013,Leblon,5,731,2.84,57.42
1014,Lapa,5,139,4.16,69.74
1015,Ipanema,2,1292,2.56,71.48
1016,Flamengo,2,1725,3.41,36.71
1017,Lapa,3,1175,4.1,95.77
1018,Ipanema,2,1489,4.38,97.99
1019,Lapa,2,410,4.88,48.19
1020,Flamengo,3,1349,4.39,87.66
1021,Botafogo,5,1980,3.27,21.64
1022,Botafogo,2,1229,4.1,70.88
1023,Botafogo,1,861,4.36,82.3
1024,Botafogo,3,1092,4.43,44.88
1025,Barra da Tijuca,3,1541,2.75,80.57
1026,Copacabana,5,1280,4.42,54.33
1027,Barra da Tijuca,2,984,2.8,60.03
1028,Barra da Tijuca,1,1120,4.11,95.64
1029,Barra da Tijuca,5,1111,4.39,25.06
1030,Botafogo,2,348,4.72,38.7
1031,Flamengo,5,991,2.58,69.6
1032,Leblon,3,619,4.71,94.86
1033,Leblon,3,1493,3.73,96.12
1034,Copacabana,2,1503,4.64,82.89
1035,Botafogo,5,624,3.62,57.87
1036,Botafogo,2,1868,3.03,44.66
1037,Botafogo,4,338,3.72,30.94
1038,Lapa,2,1162,4.24,51.66
1039,Ipanema,4,1440,4.83,59.77
1040,Lapa,3,642,3.92,40.75
1041,Ipanema,1,1440,3.92,87.46
1042,Botafogo,3,1317,3.1,63.56
1043,Botafogo,1,728,4.4,49.99
1044,Lapa,5,499,3.09,27.89
1045,Lapa,1,1662,3.81,95.04
1046,Ipanema,5,1943,3.0,55.29
1047,Leblon,4,1140,3.8,59.62
1048,Ipanema,5,1696,4.07,79.34
1049,Lapa,2,1935,4.48,84.08
1050,Flamengo,2,413,4.46,42.25
1051,Lapa,2,1135,3.91,82.37
1052,Flamengo,3,858,4.2,41.71
1053,Copacabana,2,1147,4.85,47.51
1054,Lapa,5,1283,4.16,95.9
1055,Copacabana,5,1785,3.24,84.74
1056,Leblon,5,1196,4.71,58.21
1057,Ipanema,2,1027,4.01,31.36
1058,Flamengo,4,309,2.58,69.3
1059,Ipanema,4,1018,4.99,64.56
1060,Copacabana,3,476,2.99,39.94
1061,Flamengo,5,243,3.13,32.82
1062,Ipanema,5,127,4.45,31.06
1063,Lapa,3,1139,4.32,65.05
1064,Botafogo,5,662,3.49,74.75
1065,Copacabana,1,1958,4.27,47.33
1066,Ipanema,3,1115,4.26,32.59
1067,Copacabana,5,1125,4.72,59.92
1068,Barra da Tijuca,3,329,4.93,31.43
1069,Copacabana,1,1919,2.79,23.79
1070,Flamengo,1,1937,3.11,72.17
1071,Barra da Tijuca,2,1097,3.07,20.81
1072,Flamengo,5,1193,4.54,38.92
1073,Botafogo,1,1245,4.32,58.71
1074,Barra da Tijuca,1,1819,2.82,85.81
1075,Lapa,1,275,3.08,65.99
1076,Copacabana,2,545,3.82,22.79
1077,Ipanema,5,1591,3.72,29.06
1078,Leblon,3,1057,4.99,66.47
1079,Copacabana,2,1729,4.08,89.67
1080,Copacabana,5,553,2.86,36.3
1081,Botafogo,1,1442,4.66,31.91
1082,Lapa,2,1427,2.94,78.48
1083,Leblon,4,673,3.3,85.16
1084,Barra da Tijuca,4,152,3.5,98.73
1085,Barra da Tijuca,1,520,4.79,27.12
1086,Barra da Tijuca,5,1404,2.69,41.54
1087,Flamengo,5,226,3.59,28.93
1088,Flamengo,2,1891,2.95,69.81
1089,Ipanema,4,1772,4.2,22.1
1090,Leblon,5,1103,3.53,29.01
1091,Barra da Tijuca,2,558,2.88,22.33
1092,Flamengo,2,329,4.72,41.42
1093,Ipanema,4,1785,3.33,59.23
1094,Lapa,1,467,4.53,59.7
1095,Ipanema,2,708,2.71,47.3
1096,Flamengo,1,1371,4.13,64.83
1097,Botafogo,4,658,3.23,42.2
1098,Botafogo,2,1345,4.3,65.56
1099,Barra da Tijuca,3,1710,4.22,33.89
1100,Botafogo,4,682,4.92,85.96
1101,Barra da Tijuca,4,1619,3.14,82.67
1102,Barra da Tijuca,3,756,3.28,52.14
1103,Flamengo,4,404,3.19,29.34
1104,Botafogo,3,687,2.83,68.08
1105,Barra da Tijuca,3,573,4.77,73.17
1106,Leblon,4,1836,4.04,74.97
1107,Lapa,3,231,3.83,90.5
1108,Ipanema,3,1292,4.93,51.62
1109,Ipanema,4,1954,3.86,36.83
1110,Flamengo,3,1266,4.37,28.41
1111,Botafogo,1,251,4.87,21.69
1112,Botafogo,4,1619,3.98,83.15
1113,Barra da Tijuca,4,936,2.81,86.58
1114,Copacabana,1,1406,4.61,48.69
1115,Barra da Tijuca,5,689,2.75,38.17
1116,Lapa,2,384,4.87,76.85
1117,Leblon,3,1390,3.62,76.23
1118,Ipanema,3,1416,4.22,67.31
1119,Barra da Tijuca,2,1345,4.62,44.73
1120,Copacabana,3,308,2.91,35.47
1121,Copacabana,3,853,3.33,25.29
1122,Barra da Tijuca,1,462,4.17,77.36
1123,Flamengo,1,1120,4.52,41.15
1124,Ipanema,1,1973,3.58,38.18
1125,Flamengo,1,1540,4.6,37.46
1126,Leblon,4,197,4.99,94.7
1127,Copacabana,3,1788,4.36,91.99
1128,Copacabana,2,1166,3.6,97.2
1129,Lapa,3,1637,3.66,92.97
1130,Leblon,4,187,4.31,34.08
1131,Copacabana,4,1808,4.87,35.57
1132,Leblon,3,1769,3.48,70.75
1133,Ipanema,3,778,3.24,89.67
1134,Botafogo,1,1991,2.68,74.49
1135,Copacabana,4,1450,3.22,72.56
1136,Lapa,3,987,3.07,84.43
1137,Ipanema,2,697,3.86,42.41
1138,Barra da Tijuca,2,1217,4.24,85.05
1139,Leblon,1,1199,4.05,38.42
1140,Barra da Tijuca,1,1168,2.67,66.07
1141,Flamengo,3,516,4.24,63.01
1142,Ipanema,2,1836,4.45,53.04
1143,Barra da Tijuca,4,894,3.71,92.01
1144,Copacabana,5,1065,4.29,62.58
1145,Leblon,2,376,4.36,89.85
1146,Botafogo,4,1742,3.27,86.68
1147,Ipanema,2,603,2.54,75.12
1148,Copacabana,3,1697,3.18,81.31
1149,Lapa,5,908,2.66,93.34
1150,Flamengo,5,737,3.15,91.97
1151,Leblon,3,243,3.27,78.95
1152,Ipanema,3,593,3.2,76.35
1153,Ipanema,1,1616,4.92,92.45
1154,Botafogo,4,845,2.73,50.17
1155,Botafogo,4,375,3.95,29.52
1156,Lapa,1,1894,3.97,69.05
1157,Flamengo,4,1523,3.25,75.65
1158,Lapa,5,1227,4.5,85.89
1159,Copacabana,2,1327,2.94,26.62
1160,Copacabana,5,572,2.97,55.35
1161,Lapa,1,245,3.81,46.15
1162,Flamengo,4,187,4.05,64.8
1163,Lapa,4,759,2.83,26.37
1164,Flamengo,2,257,3.66,30.39
1165,Flamengo,2,701,3.44,96.09
1166,Barra da Tijuca,2,883,4.52,52.8
1167,Leblon,5,123,3.1,43.5
1168,Flamengo,1,1252,3.03,57.04
1169,Botafogo,1,1802,4.94,62.28
1170,Flamengo,1,1419,3.98,47.75
1171,Flamengo,5,173,3.74,64.19
1172,Flamengo,3,341,3.03,38.47
1173,Barra da Tijuca,4,1670,4.58,97.0
1174,Barra da Tijuca,5,1058,2.73,67.16
1175,Copacabana,1,392,2.79,58.58
1176,Barra da Tijuca,5,474,3.27,95.69
1177,Botafogo,5,752,3.72,76.52
1178,Botafogo,3,1320,4.87,79.31
1179,Barra da Tijuca,2,1980,4.89,44.13
1180,Lapa,1,1303,2.84,64.22
1181,Leblon,5,711,3.55,81.77
1182,Barra da Tijuca,2,1699,3.31,49.03
1183,Flamengo,4,235,2.85,31.98
1184,Ipanema,4,733,4.03,51.94
1185,Leblon,4,1994,4.12,58.0
1186,Leblon,5,1137,3.37,75.65
1187,Botafogo,5,208,3.61,22.13
1188,Leblon,3,798,4.47,20.42
1189,Barra da Tijuca,1,1511,2.64,99.89
1190,Flamengo,2,1994,4.82,31.33
1191,Flamengo,4,1008,4.71,74.86
1192,Copacabana,2,347,3.06,71.47
1193,Flamengo,3,869,3.58,83.76
1194,Flamengo,4,1458,2.9,49.03
1195,Botafogo,2,692,3.09,33.15
1196,Flamengo,1,254,4.31,62.99
1197,Copacabana,1,906,4.4,85.68
1198,Ipanema,3,244,4.33,76.4
1199,Barra da Tijuca,2,932,2.68,75.11
1200,Botafogo,3,1631,2.81,52.72
1201,Ipanema,3,993,4.13,35.79
1202,Botafogo,3,553,3.85,83.48
1203,Lapa,5,1529,3.51,54.84
1204,Leblon,1,742,4.18,76.53
1205,Lapa,5,1399,4.74,89.11
1206,Flamengo,5,1782,3.09,69.78
1207,Ipanema,1,1780,4.4,88.34
1208,Flamengo,3,1882,3.07,91.45
1209,Leblon,2,1639,3.4,74.77
1210,Botafogo,3,1249,4.26,61.32
1211,Leblon,3,135,4.81,21.2
1212,Copacabana,5,1899,4.72,95.33
1213,Leblon,2,721,2.96,55.63
1214,Copacabana,1,595,3.34,77.79
1215,Leblon,4,1190,3.13,88.23
1216,Barra da Tijuca,1,311,2.88,46.76
1217,Copacabana,2,739,2.68,68.68
1218,Ipanema,1,1664,4.33,30.6
1219,Flamengo,5,859,3.17,90.78
1220,Flamengo,2,1514,3.77,25.6
1221,Lapa,4,1715,2.91,80.68
1222,Flamengo,4,1878,4.71,90.95
1223,Botafogo,2,302,2.54,83.92
1224,Barra da Tijuca,1,653,3.36,84.47
1225,Leblon,4,1240,4.64,37.42
1226,Lapa,2,1890,3.43,40.34
1227,Botafogo,2,876,4.54,59.48
1228,Botafogo,2,1917,2.72,50.08
1229,Copacabana,3,196,3.02,33.85
1230,Flamengo,1,851,3.85,70.58
1231,Ipanema,2,757,4.54,66.38
1232,Ipanema,2,1259,2.87,38.65
1233,Lapa,3,316,4.47,79.63
1234,Barra da Tijuca,5,384,4.83,26.01
1235,Ipanema,3,1417,2.54,48.44
1236,Leblon,2,1607,3.09,92.46
1237,Ipanema,1,508,2.8,62.56
1238,Lapa,3,1578,2.81,90.25
1239,Ipanema,2,150,4.42,55.82
1240,Leblon,1,1654,2.95,60.16
1241,Copacabana,3,492,3.52,83.26
1242,Barra da Tijuca,4,370,4.33,38.97
1243,Lapa,1,220,2.57,57.26
1244,Copacabana,2,1194,4.94,30.6
1245,Copacabana,1,1391,3.02,22.65
1246,Copacabana,1,304,4.3,66.31
1247,Botafogo,2,1142,4.86,50.26
1248,Barra da Tijuca,4,1289,4.11,26.6
1249,Flamengo,1,400,4.12,99.76
1250,Barra da Tijuca,2,270,3.1,32.83
1251,Botafogo,1,1562,4.14,63.68
1252,Flamengo,5,1604,3.04,42.08
1253,Barra da Tijuca,4,1441,2.91,66.16
1254,Copacabana,5,330,4.26,70.18
1255,Lapa,1,159,4.2,22.58
1256,Flamengo,4,183,3.02,97.04
1257,Leblon,2,1611,3.84,90.65
1258,Leblon,5,1253,3.36,90.25
1259,Ipanema,4,139,4.08,68.24
1260,Flamengo,4,1505,4.66,38.41
1261,Lapa,1,465,3.29,70.49
1262,Botafogo,5,1456,3.87,51.33
1263,Copacabana,2,202,4.61,65.21
1264,Ipanema,3,836,4.97,76.3
1265,Leblon,1,1928,3.15,82.28
1266,Botafogo,4,813,2.84,27.29
1267,Botafogo,5,1083,3.48,64.11
1268,Copacabana,3,788,3.08,74.01
1269,Flamengo,4,217,2.97,29.73
1270,Leblon,5,909,3.88,53.62
1271,Lapa,5,1934,2.87,65.16
1272,Botafogo,3,1085,3.25,90.48
1273,Copacabana,4,962,3.16,96.94
1274,Lapa,3,289,3.98,73.85
1275,Flamengo,2,1198,3.22,21.36
1276,Leblon,1,1693,4.83,80.62
1277,Flamengo,1,304,4.93,71.18
1278,Botafogo,2,1352,4.59,37.47
1279,Lapa,4,269,2.84,75.93
1280,Lapa,3,817,2.67,59.98
1281,Lapa,1,735,4.06,52.09
1282,Botafogo,2,633,4.13,57.53
1283,Botafogo,5,1896,3.53,52.76
1284,Flamengo,1,646,2.81,69.91
1285,Ipanema,1,1493,3.18,35.76
1286,Flamengo,2,1566,3.72,59.89
1287,Leblon,3,142,3.88,78.63
1288,Copacabana,1,286,2.73,53.69
1289,Lapa,3,1224,3.54,69.23
1290,Ipanema,2,482,2.74,79.57
1291,Copacabana,5,909,2.59,71.59
1292,Ipanema,1,429,3.38,29.24
1293,Barra da Tijuca,3,333,4.49,41.85
1294,Flamengo,3,526,4.65,74.7
1295,Botafogo,4,1887,4.18,49.06
1296,Lapa,3,1215,2.94,92.16
1297,Flamengo,3,1612,4.12,81.11
1298,Copacabana,2,1212,4.13,50.32
1299,Barra da Tijuca,3,560,4.65,66.16
1300,Barra da Tijuca,4,279,4.96,70.55
1301,Barra da Tijuca,5,254,4.01,61.15
1302,Copacabana,4,1548,3.96,38.34
1303,Copacabana,5,1136,3.59,21.44
1304,Copacabana,1,1091,2.51,70.7
1305,Copacabana,5,1727,3.5,98.57
1306,Barra da Tijuca,5,1438,4.08,70.4
1307,Barra da Tijuca,4,510,4.14,58.52
1308,Ipanema,2,1073,2.65,31.45
1309,Flamengo,2,462,2.79,21.93
1310,Lapa,5,1599,3.94,76.66
1311,Botafogo,4,1324,2.53,78.06
1312,Barra da Tijuca,2,1319,4.02,45.84
1313,Botafogo,2,1636,4.67,94.56
1314,Flamengo,4,260,3.24,76.56
1315,Flamengo,5,1935,3.31,41.86
1316,Botafogo,1,1277,4.56,25.44
1317,Barra da Tijuca,4,611,4.78,41.74
1318,Botafogo,4,1882,3.38,40.75
1319,Ipanema,4,1371,3.22,79.26
1320,Leblon,5,343,3.7,33.3
1321,Barra da Tijuca,5,1572,2.66,22.42
1322,Barra da Tijuca,4,1128,3.45,94.44
1323,Lapa,2,537,4.42,53.46
1324,Copacabana,1,1744,3.68,47.52
1325,Leblon,3,1360,4.85,59.49
